"GroupID","LocationID","Lockdown","ISOPleasant","ISOEventful","Human","Traffic","Natural","PA","N5","S","R","I","FS","T","LAeq","LA10_LA90","LC_LA","RA"
"SR207","StPaulsRow","1",0.138002614912044,0.210424101770492,NA,NA,NA,38.5680076880904,29.4,2.53,0.0376,0.804,0.0372,0.439,67.87,15.43,1.73999999999999,14.3
"SR208","StPaulsRow","1",0.243064302489338,0.15114359486511,NA,NA,NA,14.4373554763085,14.2,1.52,0.0336,0.503,0.005,0.16,60.06,7.52,8.92,12.2
"SR209","StPaulsRow","1",0.248289921306515,0.141723376546709,NA,NA,NA,15.3582728682952,15.1,1.32,0.0335,0.389,0.00785,0.111,59.47,9.52,11.14,12.9
"SR210","StPaulsRow","1",0.270233648603632,0.132121641867652,NA,NA,NA,12.9138434341955,12.7,1.26,0.0308,0.319,0.00717,0.179,57.88,9.43,11.79,12.1
"SR211","StPaulsRow","1",0.236073279159117,0.183015910751829,NA,NA,NA,16.0882762853881,15.8,1.42,0.0362,0.433,0.00881,0.111,61.54,9.82,8.76,12.6
"SR212","StPaulsRow","1",0.211476436923948,0.462165738874727,NA,NA,NA,18.6119569465603,18.2,1.66,0.0447,0.466,0.0158,0.694,68.3,14.78,1.58,11.6
"SR213","StPaulsRow","1",0.226710968592728,0.617348149495932,NA,NA,NA,19.8094461518471,19.4,1.28,0.0401,0.468,0.0191,0.985,69.54,21.77,1.73999999999999,12.3
"SR214","StPaulsRow","1",0.291439140913898,-0.00273172603481224,NA,NA,NA,9.87814925293999,9.71,1.17,0.029,0.353,0.0058,0.0871,53.16,4.76000000000001,16.37,11.6
"SR215","StPaulsRow","1",0.233703336898042,0.172551867710179,NA,NA,NA,19.7203603062322,19.3,1.76,0.0463,0.338,0.011,0.213,61.63,16.11,5.35999999999999,11.1
"SR216","StPaulsRow","1",0.299817855985959,-0.0304199097496363,NA,NA,NA,8.83050918673557,8.67,1.25,0.0271,0.401,0.00972,0.0815,50.98,4.19,11.46,10.4
"SR217","StPaulsRow","1",0.28378440191452,0.115392447669956,NA,NA,NA,9.29278120136781,9.14,1.38,0.0275,0.361,0.0052,0.427,53.4,3.73,7.38,9.62
"SR218","StPaulsRow","1",0.286000463077733,0.0434459491746559,NA,NA,NA,9.44820000571126,9.29,1.18,0.029,0.409,0.00413,0.0385,53.37,4.15000000000001,9.38,9.7
"SR219","StPaulsRow","1",0.233667083684193,0.0813533452241267,NA,NA,NA,18.1112410322051,17.7,1.6,0.0338,0.569,0.0334,0.166,58.47,10.32,7.12,11.4
"SR220","StPaulsRow","1",0.239740228343909,0.112863087389454,NA,NA,NA,15.6777575542269,15.4,1.41,0.0291,0.349,0.0181,0.224,56.94,6.41,7.81,10.7
"SR221","StPaulsRow","1",0.286291026396885,0.0356310063505824,NA,NA,NA,10.4677405456717,10.3,1.34,0.0288,0.376,0.00427,0.0549,54.1,6.65,9.17,10.1
"SR222","StPaulsRow","1",0.283294851398886,0.0998182909393906,NA,NA,NA,10.9775605139804,10.8,1.28,0.0302,0.298,0.00354,0.101,55.98,8.41999999999999,8.70000000000001,9.86
"SR223","StPaulsRow","1",0.248433782381583,0.0867263088679363,NA,NA,NA,13.4751587727897,13.2,1.35,0.036,0.393,0.0131,0.102,58.57,4.9,14.07,13.7
"SR224","StPaulsRow","1",0.273315434590114,0.0790357746931261,NA,NA,NA,10.7736748936389,10.6,1.42,0.0292,0.294,0.00451,0.212,55.3,4.77,9.71000000000001,10.6
"SR225","StPaulsRow","1",0.265070071403591,0.0908957872917987,NA,NA,NA,11.1792688578854,11,1.41,0.0292,0.299,0.00497,0.199,55.5,3.79,8.42,10
"SR226","StPaulsRow","1",0.228632733288366,0.2300618922993,NA,NA,NA,21.081232443373,20.6,1.6,0.0495,0.324,0.0156,0.19,62.94,18.57,3.42,10.3
"SR227","StPaulsRow","1",0.219880616719045,0.191766026782871,NA,NA,NA,19.8276705217846,19.3,1.69,0.0565,0.332,0.0177,0.223,61.6,12.93,3.46999999999999,10.8
"SR228","StPaulsRow","1",0.228503787136822,0.249797376417392,NA,NA,NA,19.2250939281487,18.7,1.68,0.0566,0.367,0.019,0.213,64.39,16.48,2.97,10.9
"SR229","StPaulsRow","1",0.200310909282713,0.213919369758801,NA,NA,NA,25.5916842337902,22.7,2.08,0.0583,0.333,0.0117,0.238,65.11,17.04,2.51000000000001,10.9
"SR230","StPaulsRow","1",0.282090423812989,0.00666533838105542,NA,NA,NA,11.1410944336545,10.9,1.33,0.0265,0.367,0.0262,0.0786,53.24,6.2,7.73,9.81
"SR231","StPaulsRow","1",0.271603532025042,0.102118343014484,NA,NA,NA,13.1153723383021,12.9,1.44,0.0279,0.316,0.0114,0.146,56.74,10.15,6.75,9.87
"SR232","StPaulsRow","1",0.215859173987743,0.122388887616172,NA,NA,NA,18.5363071470539,17.2,1.96,0.0303,0.363,0.0228,0.161,62.03,8.33,4.69,10.7
"SR233","StPaulsRow","1",0.192960139511779,0.172555236463695,NA,NA,NA,21.1844951164456,20.7,1.79,0.0299,0.383,0.0248,0.311,61.58,8.21,5.14,11.3
"SR234","StPaulsRow","1",0.290941964822989,-0.00716207693601464,NA,NA,NA,10.1968337396937,10,1.44,0.0258,0.408,0.018,0.134,53.06,6.33,9.75,9.84
"SR235","StPaulsRow","1",0.290274150346589,-0.00863353230312479,NA,NA,NA,9.82504506109471,9.66,1.29,0.0277,0.347,0.00699,0.0746,52.9,4.79,13.08,10.5
"SR236","StPaulsRow","1",0.302903807042937,-0.0191022431989101,NA,NA,NA,8.18803726119257,8.05,1.16,0.0275,0.316,0.00404,0.0974,51.01,3.49,13.64,9.78
"SR237","StPaulsRow","1",0.284281231212155,0.0618120192949866,NA,NA,NA,11.0423097513676,10.8,1.36,0.0285,0.343,0.0239,0.102,55.39,8.57,6.67,10.1
"SR238","StPaulsRow","1",0.272687948698949,0.0371411046021264,NA,NA,NA,10.7783124554851,10.6,1.31,0.0293,0.344,0.00565,0.0571,54.33,3.73,10.1,10.2
"SR239","StPaulsRow","1",0.286275197632922,0.0399372091409488,NA,NA,NA,12.3853613108383,12.2,1.29,0.0286,0.301,0.00449,0.0736,53.89,9.71,9.74,9.59
"SR240","StPaulsRow","1",0.245126340306936,0.0853014554057923,NA,NA,NA,12.213894824244,12,1.47,0.035,0.299,0.00273,0.0804,57.24,1.79,9.10999999999999,9.73
"SR241","StPaulsRow","1",0.248328261401929,0.109247899736532,NA,NA,NA,11.4219421625005,11.2,1.43,0.0375,0.28,0.00348,0.143,56.79,1.13,7.50000000000001,9.54
"SR242","StPaulsRow","1",0.304659750313982,0.0413824689487778,NA,NA,NA,7.34994083074102,7.22,1.05,0.0283,0.299,0.00306,0.168,50.54,2.91,9.33,9.03
"SR243","StPaulsRow","1",0.269125616771204,0.0654194696293188,NA,NA,NA,12.5859146846683,12.4,1.37,0.0278,0.421,0.00537,0.067,55.1,7.15,7.41,9.84
"SR244","StPaulsRow","1",0.277538781236264,0.0884691642248368,NA,NA,NA,12.5945646349429,12.4,1.23,0.0297,0.361,0.00471,0.0676,55.45,9.34,8.67,10.2
"SR245","StPaulsRow","1",0.276097456533461,0.00507358982390539,NA,NA,NA,11.8197201274154,11.6,1.34,0.0298,0.489,0.0132,0.0655,54.33,5.89,12.55,11.8
"SR246","StPaulsRow","1",0.269668772528837,0.102306232566507,NA,NA,NA,12.392401833301,12.2,1.29,0.03,0.438,0.00419,0.0505,55.97,7.85,6.41,10.1
"SR247","StPaulsRow","1",0.296858314263687,0.0401686743679518,NA,NA,NA,9.25802215009607,9.1,1.13,0.0294,0.39,0.00407,0.059,53.09,6.06,10.87,9.73
"SR248","StPaulsRow","1",0.289897398972386,0.0329290540846272,NA,NA,NA,8.63978490620468,8.49,1.14,0.0287,0.416,0.00455,0.0982,52.19,2.57,10.33,9.97
"TM401","TateModern","1",0.340674725859256,0.130782596312033,NA,NA,NA,14.6443242585269,14.4,1.22,0.0303,0.34,0.0111,0.225,56.82,3.63,10.79,11.1
"TM402","TateModern","1",0.296606921800865,0.219174267442817,NA,NA,NA,18.8058497441068,18.5,1.23,0.0358,0.373,0.00721,0.0893,62.42,14.73,10.33,13
"TM403","TateModern","1",0.323498176296277,0.0801290147671296,NA,NA,NA,14.6343871091968,14.4,1.14,0.0319,0.368,0.0064,0.0863,57.07,9.94,16.47,12.4
"TM404","TateModern","1",0.357196856585797,-0.0234665649135424,NA,NA,NA,9.91374350838632,9.75,1.37,0.0263,0.471,0.00844,0.179,51.89,4.44,13.51,11.2
"TM405","TateModern","1",0.310704861658014,0.120299323696196,NA,NA,NA,16.0367053891429,15.8,1.31,0.0311,0.391,0.00517,0.0778,58.05,12.16,9.83,10.7
"TM406","TateModern","1",0.310081808203638,0.126684396940677,NA,NA,NA,15.9298897554365,15.7,1.3,0.0298,0.324,0.00582,0.101,57.99,12.58,9.66999999999999,10.1
"TM407","TateModern","1",0.341714341679928,0.0486069404997749,NA,NA,NA,12.5854012173005,12.4,1.39,0.0279,0.365,0.00509,0.153,54.95,6.42,11.52,11
"TM408","TateModern","1",0.361326495987453,0.0406090394405174,NA,NA,NA,9.13035721140525,8.98,1.15,0.0278,0.337,0.0045,0.141,52.13,5.18,10.28,9.78
"TM409","TateModern","1",0.373695307881246,-0.0866193610046692,NA,NA,NA,7.10913096345173,6.97,1.18,0.0297,0.372,0.00522,0.0728,48.87,2.46,15.37,10.1
"TM410","TateModern","1",0.371884695112032,-0.0355954347954575,NA,NA,NA,7.53435469492596,7.41,1.18,0.0259,0.335,0.00403,0.0777,49.85,3.05,11.63,9.46
"TM411","TateModern","1",0.350861551266547,-0.0154433322350964,NA,NA,NA,9.91391446631948,9.75,1.21,0.0287,0.345,0.00489,0.0703,52.32,7.12,14.51,10.8
"TM412","TateModern","1",0.357527814473061,-0.0215699166246719,NA,NA,NA,9.36639242059692,9.2,1.43,0.0273,0.498,0.00944,0.22,51.63,5.47,12.29,10.9
"TM413","TateModern","1",0.366412728308157,-0.00274123317350553,NA,NA,NA,9.72624294770469,9.52,1.27,0.0353,0.63,0.00824,0.0697,53.29,3.05,13.43,12
"TM414","TateModern","1",0.362903625358217,-0.0437756713942695,NA,NA,NA,8.83602835716537,8.68,1.22,0.0286,0.555,0.00603,0.0835,50.82,4,14.21,11.1
"TM415","TateModern","1",0.371094933285251,0.0203728077325847,NA,NA,NA,8.89680266821386,8.74,1.07,0.03,0.345,0.00397,0.133,52.31,2.32,15.12,11.1
"TM416","TateModern","1",0.366032235808993,0.0093374882957922,NA,NA,NA,8.32116860071456,8.17,1.05,0.0284,0.413,0.00656,0.116,50.87,4.24,12.18,9.94
"TM417","TateModern","1",0.35303997780072,0.0300143325117036,NA,NA,NA,10.8865222318985,10.6,1.33,0.0368,0.609,0.0245,0.103,54.49,6.44,9.07,11.4
"TM418","TateModern","1",0.351592880206886,0.0857233831199461,NA,NA,NA,11.9830296323698,11.7,1.2,0.039,0.653,0.0157,0.124,56.06,5.69,11.16,12.3
"TM419","TateModern","1",0.352517707917553,0.0778224305942163,NA,NA,NA,12.1668482994464,11.9,1.51,0.0333,0.691,0.0193,0.126,57.26,6.1,7.69,12.3
"TM420","TateModern","1",0.351445938275097,0.0166744529129854,NA,NA,NA,11.6324609695095,11.4,1.26,0.0336,0.537,0.0115,0.0872,54.58,4.98,14.52,12.5
"TM421","TateModern","1",0.351705464582219,0.0696770144015676,NA,NA,NA,11.8559606665659,11.6,1.16,0.0323,0.447,0.019,0.0857,56.07,5.88,12.43,12.2
"TM422","TateModern","1",0.346574810346872,0.0439975986907734,NA,NA,NA,11.783138054388,11.6,1.32,0.0298,0.384,0.00356,0.243,54.22,5.88,14.89,10.9
"TM423","TateModern","1",0.347127815729249,0.169175996779914,NA,NA,NA,14.2398044580909,14,1.18,0.0357,0.315,0.0029,0.345,57.66,3.04,14.14,11.3
"TM425","TateModern","1",0.363324441067898,0.0652312194076881,NA,NA,NA,9.53399481513004,9.36,1.05,0.0315,0.326,0.0049,0.251,52.73,4,14.33,9.81
"TM426","TateModern","1",0.363199532797961,0.01157069872258,NA,NA,NA,9.62144166419454,9.46,1.13,0.0293,0.406,0.00413,0.0975,52.54,3.61,14.37,10.8
"TM427","TateModern","1",0.359536556682789,0.0601296316761092,NA,NA,NA,9.61516263108215,9.46,1.15,0.0286,0.425,0.00331,0.123,53.6,6.03,11.29,10.3
"TM428","TateModern","1",0.356775720773908,-0.0108950335050816,NA,NA,NA,9.07827857144055,8.92,1.15,0.0268,0.378,0.00863,0.108,51.22,6.03,12.86,10.2
"TM429","TateModern","1",0.349270733274506,0.0248527809188717,NA,NA,NA,10.2646960205207,10.1,1.14,0.0281,0.43,0.00501,0.159,52.33,6.85,13.6,10.9
"TM430","TateModern","1",0.355773985616577,0.0416817825865001,NA,NA,NA,9.82681315816454,9.66,1.06,0.0296,0.444,0.00466,0.111,52.6,5.89,12.5,10.6
"TM431","TateModern","1",0.337094378684544,0.0873867763577037,NA,NA,NA,11.8189611632447,11.6,1.13,0.0298,0.342,0.013,0.114,55.23,10.38,10.5,10.7
"TM432","TateModern","1",0.337962194591472,0.0690146932549665,NA,NA,NA,12.4091426311568,12.2,1.21,0.0305,0.46,0.00772,0.153,55.18,8.46,13.12,11.6
"TM433","TateModern","1",0.346715580257985,0.018784427555464,NA,NA,NA,10.7953887491052,10.6,1.24,0.0291,0.464,0.0107,0.0771,53.64,7.83,12.01,10.9
"TM434","TateModern","1",0.343798970770312,-0.00177746351881297,NA,NA,NA,11.7036698005809,11.5,1.33,0.0279,0.448,0.0121,0.106,53.91,6.85,14.03,11.7
"TM435","TateModern","1",0.332514684226908,0.0244699849883722,NA,NA,NA,14.1965127570718,13.9,1.73,0.0288,0.678,0.0269,0.121,57.04,8.11,7.55,12.5
"TM436","TateModern","1",0.321104990361256,0.0412484008578966,NA,NA,NA,16.3138866530273,16,1.7,0.0318,0.623,0.0205,0.0767,58.7,8.53,10.23,13
"TM437","TateModern","1",0.345610114046718,-0.0134713216651046,NA,NA,NA,11.5095686965739,11.3,1.33,0.029,0.618,0.0126,0.076,53.63,6.43,13.79,11.8
"TM438","TateModern","1",0.338515293303455,0.0251709475569445,NA,NA,NA,12.1068122488272,11.9,1.1,0.0305,0.458,0.00792,0.105,53.92,7.70999999999999,16.52,12.6
"TM439","TateModern","1",0.348041180663157,0.0517869863917849,NA,NA,NA,11.0915960465176,10.9,1.27,0.0303,0.535,0.00696,0.146,54.11,7.08,11.06,10.7
"TM440","TateModern","1",0.349905609986595,0.0315871335697007,NA,NA,NA,11.8015808837359,11.6,1.28,0.0291,0.409,0.00947,0.117,54.93,5.38,14.33,12.3
"TM441","TateModern","1",0.349071031161303,0.053327599672495,NA,NA,NA,12.2286889257941,12,1.44,0.0293,0.426,0.0151,0.133,55.73,5.57,9.41,11.3
"TM442","TateModern","1",0.343598296212976,0.0454378790383299,NA,NA,NA,13.0699238432596,12.8,1.31,0.0317,0.492,0.0195,0.126,56.69,6.34999999999999,15.01,13.9
"TS501","TorringtonSq","1",0.0997048262754367,0.147378046272403,NA,NA,NA,25.8105027868331,24.2,1.92,0.0323,0.342,0.00633,0.24,62.88,11.4,10.03,12.2
"TS502","TorringtonSq","1",0.179659691758722,0.0572345768601148,NA,NA,NA,9.19425356200212,9.02,1.2,0.0324,0.351,0.0048,0.181,52.59,6.05,9.37,9.37
"TS503","TorringtonSq","1",0.173720285289555,0.0837611617764682,NA,NA,NA,12.8454521662108,12.6,1.41,0.0373,0.376,0.0056,0.179,56.06,6.5,10.12,10.9
"TS504","TorringtonSq","1",0.144146117230603,0.0820113499772011,NA,NA,NA,20.8700601484133,20.3,1.81,0.0347,0.408,0.0136,0.171,60.69,8.71,11.85,12
"TS505","TorringtonSq","1",0.274615075675352,-0.0819189006367106,NA,NA,NA,13.8663547883661,13.6,1.61,0.0324,0.493,0.0152,0.12,55.8,5.51,23.1,15.3
"TS506","TorringtonSq","1",0.202035280369073,0.0493394736561782,NA,NA,NA,17.5350166034,17.2,1.34,0.0332,0.446,0.0199,0.0983,59,11.87,19.05,14
"TS507","TorringtonSq","1",0.202868325199793,0.0535991628448508,NA,NA,NA,19.9314410795075,19.5,1.43,0.0329,0.42,0.0339,0.15,60.77,12.01,20.27,15.3
"TS508","TorringtonSq","1",0.121607607241108,0.198555914772245,NA,NA,NA,22.993500656957,22.5,1.47,0.0521,0.551,0.00924,0.211,63.08,14.19,12.75,13.6
"TS509","TorringtonSq","1",0.152496293377843,0.0863452445272896,NA,NA,NA,11.0864414877389,10.9,1.11,0.0314,0.385,0.0039,0.0548,54.48,10.06,8.86000000000001,9.74
"TS510","TorringtonSq","1",0.27337751402956,-0.123095183938548,NA,NA,NA,11.1016127068392,10.9,1.24,0.0267,0.479,0.0151,0.0329,52.03,8.38,24.24,13.2
"TS511","TorringtonSq","1",0.273701980838233,-0.115649753890655,NA,NA,NA,9.09331528576651,8.93,1.24,0.0265,0.464,0.0106,0.0562,50.65,4.43,21.1,11.4
"TS512","TorringtonSq","1",0.091714496970821,0.137563719809965,NA,NA,NA,15.8521739980165,15.6,1.36,0.0318,0.463,0.00793,0.0521,58.35,14.7,5.9,10.2
"TS513","TorringtonSq","1",0.278610440993704,-0.153417998167432,NA,NA,NA,8.40021766005014,8.26,1.32,0.0257,0.533,0.00675,0.047,49.47,3.93,21.48,12.3
"TS514","TorringtonSq","1",0.138448186732051,0.111582446179971,NA,NA,NA,15.0398093748157,14.8,1.42,0.0334,0.385,0.0045,0.109,57.82,10.48,8.93,11.1
"TS515","TorringtonSq","1",0.160207540947678,-0.0022618728631795,NA,NA,NA,13.8971238062895,13.7,1.57,0.0278,0.391,0.00531,0.051,55.41,10.66,12.07,10.6
"TS516","TorringtonSq","1",0.092241549571134,0.11727536518959,NA,NA,NA,21.9109007841685,21.6,1.61,0.0344,0.439,0.00482,0.0726,60.12,12.16,8.76,11.5
"TS517","TorringtonSq","1",0.0479345136949219,0.145896766885365,NA,NA,NA,25.955481731223,25.6,1.77,0.0277,0.328,0.00677,0.0975,62.89,19.15,9.15000000000001,11.9
"TS518","TorringtonSq","1",0.286305578600268,-0.113998385021352,NA,NA,NA,12.7333672018007,12.5,1.45,0.0268,0.407,0.0186,0.0948,54.05,6.21,24.93,14.3
"TS519","TorringtonSq","1",0.0883192030774332,0.189065663931,NA,NA,NA,22.5143735012629,22.2,1.55,0.0338,0.399,0.00542,0.133,62.18,12.67,7.98,11.8
"TS520","TorringtonSq","1",0.202308674205349,0.00618855169261477,NA,NA,NA,9.33361073877393,9.18,1.57,0.0277,0.414,0.00503,0.119,53.83,1.15,8.91,10.2
"TS521","TorringtonSq","1",0.23027895600751,0.00618683320250951,NA,NA,NA,11.0899875317214,10.9,1.33,0.0314,0.332,0.00487,0.0841,54.65,4.96,15.57,11.6
"TS522","TorringtonSq","1",0.237980181624398,0.0482234200269071,NA,NA,NA,12.1159062847362,11.9,1.42,0.0336,0.369,0.00563,0.0651,57.19,1.37,14.02,12.2
"TS523","TorringtonSq","1",0.227130920399852,0.0433024315963477,NA,NA,NA,12.5547032916945,12.3,1.42,0.0316,0.416,0.0174,0.118,57.35,4.43,14.65,13.5
"TS524","TorringtonSq","1",0.235069919356823,0.0281462541003273,NA,NA,NA,11.2777317631677,11.1,1.65,0.0257,0.567,0.00954,0.547,53.82,4.98,16.79,12.9
"TS525","TorringtonSq","1",-0.0115619916582687,0.269810227117838,NA,NA,NA,39.1224014340056,35.3,2.01,0.0334,0.364,0.00585,0.32,68.12,21.14,8.44,12.5
"TS526","TorringtonSq","1",0.134693983085037,0.0391175327338976,NA,NA,NA,15.0081457057831,14.7,1.79,0.0273,0.519,0.0117,0.232,56.17,8.46,8.12,11
"TS527","TorringtonSq","1",0.075921817553296,0.180339210745978,NA,NA,NA,24.3467619882641,23.7,1.81,0.0359,0.376,0.00644,0.247,62.4,11.81,7.13,11
"TS528","TorringtonSq","1",0.18840999826731,0.0719886805439181,NA,NA,NA,9.47405593156082,9.3,1.22,0.0306,0.343,0.00647,0.204,53.2,3.64,9.02,9.63
"TS529","TorringtonSq","1",0.17873472596728,0.0219809645514289,NA,NA,NA,10.2844972596291,10.1,1.43,0.0299,0.505,0.00798,0.149,53.29,4.64,9.02,9.94
"TS530","TorringtonSq","1",0.235002184050063,-0.0569782847708194,NA,NA,NA,8.08563829368619,7.94,1.27,0.0257,0.447,0.00963,0.168,49.95,2.06,14.48,10.7
"TS531","TorringtonSq","1",0.226834806606151,0.0351144745942111,NA,NA,NA,9.34849117233518,9.17,1.15,0.0336,0.406,0.00376,0.167,52.77,3.21,13.67,10.3
"TS532","TorringtonSq","1",0.174606876008547,0.142432680774189,NA,NA,NA,11.0132980211964,10.8,1.22,0.0331,0.32,0.00902,0.328,55.15,5.12,8.39,8.97
"TS533","TorringtonSq","1",0.137734608628168,0.078356137779007,NA,NA,NA,15.2326719130839,15,1.49,0.0313,0.351,0.0056,0.117,57.12,11.36,9.88,10.2
"TS534","TorringtonSq","1",0.111316714556939,0.0957790748822071,NA,NA,NA,17.1332853783966,16.9,1.45,0.0302,0.418,0.00375,0.096,57.04,10.8,7.96,9.97
"TS535","TorringtonSq","1",0.12692112130231,0.196765468557884,NA,NA,NA,17.839724628949,17.5,1.37,0.0387,0.466,0.0119,0.239,60.35,10.31,8.38,10.7
"TS536","TorringtonSq","1",0.212690678207174,0.039810504610006,NA,NA,NA,12.6594985082369,12.4,1.35,0.0366,0.509,0.0108,0.216,55.54,8.41,16.14,12.8
"TS537","TorringtonSq","1",0.206406806754376,-0.00137924066469729,NA,NA,NA,9.98722928727431,9.82,1.44,0.0288,0.399,0.0055,0.203,52.9,5.61000000000001,12.97,10.8
"TS538","TorringtonSq","1",0.141290282447527,0.104134082922115,NA,NA,NA,14.359218335577,14.1,1.4,0.0344,0.359,0.00916,0.23,56.3,10.09,9.27,9.99
"TS539","TorringtonSq","1",0.0860351191844709,0.260920358438263,NA,NA,NA,30.0339771753295,29.4,1.57,0.0573,0.363,0.00967,0.481,64.32,14.8,13.95,10.9
"TS540","TorringtonSq","1",0.21211987333157,-0.0488591732947909,NA,NA,NA,7.88205662627813,7.74,1.38,0.0258,0.445,0.00902,0.257,49.33,2.64,12.12,9.62
"TS541","TorringtonSq","1",0.122990288026502,0.0974557501618571,NA,NA,NA,20.2841372953352,20,1.58,0.0298,0.404,0.0093,0.246,59.17,16.54,14.17,11.1
