"GroupID","LocationID","Lockdown","ISOPleasant","ISOEventful","PA","N5","S","R","I","FS","T","LAeq","LA10_LA90","LC_LA","RA"
"TS522","TorringtonSq","1",0.249727368163928,0.224260412082133,12.1159062847362,11.9,1.42,0.0336,0.369,0.00563,0.0651,57.19,1.37,14.02,12.2
"TS523","TorringtonSq","1",0.24475633894662,0.242453054050301,12.5547032916945,12.3,1.42,0.0316,0.416,0.0174,0.118,57.35,4.43,14.65,13.5
"TS526","TorringtonSq","1",0.190213707712868,0.157763585175647,15.0081457057831,14.7,1.79,0.0273,0.519,0.0117,0.232,56.17,8.46,8.12,11
"TS527","TorringtonSq","1",0.0383028094562762,0.175631359977063,24.3467619882641,23.7,1.81,0.0359,0.376,0.00644,0.247,62.4,11.81,7.13,11
"TS528","TorringtonSq","1",0.282967552319217,0.194689017060972,9.47405593156082,9.3,1.22,0.0306,0.343,0.00647,0.204,53.2,3.64,9.02,9.63
"TS529","TorringtonSq","1",0.26938495910986,0.158530966742756,10.2844972596291,10.1,1.43,0.0299,0.505,0.00798,0.149,53.29,4.64,9.02,9.94
"TS530","TorringtonSq","1",0.317699657249979,0.147097581138514,8.08563829368619,7.94,1.27,0.0257,0.447,0.00963,0.168,49.95,2.06,14.48,10.7
"TS531","TorringtonSq","1",0.295297885193857,0.169716436280162,9.34849117233518,9.17,1.15,0.0336,0.406,0.00376,0.167,52.77,3.21,13.67,10.3
"TS532","TorringtonSq","1",0.256409531834393,0.215416351125004,11.0132980211964,10.8,1.22,0.0331,0.32,0.00902,0.328,55.15,5.12,8.39,8.97
"TS533","TorringtonSq","1",0.187832048047735,0.202011580779141,15.2326719130839,15,1.49,0.0313,0.351,0.0056,0.117,57.12,11.36,9.88,10.2
"TS534","TorringtonSq","1",0.151096775304727,0.199546945317099,17.1332853783966,16.9,1.45,0.0302,0.418,0.00375,0.096,57.04,10.8,7.96,9.97
"TS535","TorringtonSq","1",0.143167909303971,0.228857112012957,17.839724628949,17.5,1.37,0.0387,0.466,0.0119,0.239,60.35,10.31,8.38,10.7
"TS536","TorringtonSq","1",0.246323181544616,0.158096376495341,12.6594985082369,12.4,1.35,0.0366,0.509,0.0108,0.216,55.54,8.41,16.14,12.8
"TS537","TorringtonSq","1",0.282480171281348,0.157743573686424,9.98722928727431,9.82,1.44,0.0288,0.399,0.0055,0.203,52.9,5.61000000000001,12.97,10.8
"TS538","TorringtonSq","1",0.202320267054204,0.175156785808613,14.359218335577,14.1,1.4,0.0344,0.359,0.00916,0.23,56.3,10.09,9.27,9.99
"TS540","TorringtonSq","1",0.315986866272747,0.110413998034989,7.88205662627813,7.74,1.38,0.0258,0.445,0.00902,0.257,49.33,2.64,12.12,9.62
"TS541","TorringtonSq","1",0.112013730300944,0.213149277325529,20.2841372953352,20,1.58,0.0298,0.404,0.0093,0.246,59.17,16.54,14.17,11.1
